image_path,true_label,predicted_label
data/test\0\41406_left-600.jpg,0,0
data/test\0\41407_right-600.jpg,0,0
data/test\0\41408_right-600.jpg,0,0
data/test\0\4140_left-600.jpg,0,0
data/test\0\41412_right-600.jpg,0,0
data/test\0\41413_right-600.jpg,0,0
data/test\0\41421_right-600.jpg,0,0
data/test\0\41422_right-600.jpg,0,0
data/test\0\41432_left-600.jpg,0,0
data/test\0\41435_left-600.jpg,0,0
data/test\0\41446_right-600.jpg,0,0
data/test\0\41460_right-600.jpg,0,0
data/test\0\41465_right-600.jpg,0,0
data/test\0\41468_right-600.jpg,0,0
data/test\0\41472_right-600.jpg,0,0
data/test\0\41475_left-600.jpg,0,0
data/test\0\41478_right-600.jpg,0,0
data/test\0\41492_left-600.jpg,0,0
data/test\0\41493_left-600.jpg,0,0
data/test\0\41496_left-600.jpg,0,0
data/test\0\41497_right-600.jpg,0,0
data/test\0\41502_right-600.jpg,0,0
data/test\0\41507_left-600.jpg,0,0
data/test\0\41509_right-600.jpg,0,0
data/test\0\41516_left-600.jpg,0,0
data/test\0\41519_left-600.jpg,0,0
data/test\0\41519_right-600.jpg,0,0
data/test\0\41526_left-600.jpg,0,0
data/test\0\4156_right-600.jpg,0,0
data/test\0\41580_left-600.jpg,0,0
data/test\0\41587_right-600.jpg,0,0
data/test\0\41589_left-600.jpg,0,0
data/test\0\4158_left-600.jpg,0,0
data/test\0\41596_left-600.jpg,0,0
data/test\0\41596_right-600.jpg,0,0
data/test\0\415f2d2bd2a1-600.jpg,0,0
data/test\0\41613_left-600.jpg,0,0
data/test\0\41614_left-600.jpg,0,0
data/test\0\41619_left-600.jpg,0,0
data/test\0\4161_right-600.jpg,0,0
data/test\0\41641_right-600.jpg,0,0
data/test\0\41643_left-600.jpg,0,0
data/test\0\41644_right-600.jpg,0,0
data/test\0\41650_left-600.jpg,0,0
data/test\0\41651_left-600.jpg,0,0
data/test\0\41657_right-600.jpg,0,0
data/test\0\41663_right-600.jpg,0,0
data/test\0\41667_right-600.jpg,0,0
data/test\0\41668_left-600.jpg,0,0
data/test\0\4166_right-600.jpg,0,0
data/test\0\41670_left-600.jpg,0,0
data/test\0\41674_left-600.jpg,0,0
data/test\0\41678_left-600.jpg,0,0
data/test\0\41679_left-600.jpg,0,0
data/test\0\4167_left-600.jpg,0,0
data/test\0\41683_right-600.jpg,0,0
data/test\0\41689_left-600.jpg,0,0
data/test\0\41701_right-600.jpg,0,0
data/test\0\41758_left-600.jpg,0,0
data/test\0\41771_right-600.jpg,0,0
data/test\0\41789_left-600.jpg,0,0
data/test\0\41789_right-600.jpg,0,0
data/test\0\41792_left-600.jpg,0,0
data/test\0\41802_left-600.jpg,0,0
data/test\0\41802_right-600.jpg,0,0
data/test\0\41803_left-600.jpg,0,0
data/test\0\41821_left-600.jpg,0,0
data/test\0\41823_left-600.jpg,0,0
data/test\0\41825_left-600.jpg,0,0
data/test\0\41827_left-600.jpg,0,0
data/test\0\41836_right-600.jpg,0,0
data/test\0\41837_left-600.jpg,0,0
data/test\0\41841_left-600.jpg,0,0
data/test\0\41849_right-600.jpg,0,0
data/test\0\41862_right-600.jpg,0,0
data/test\0\41865_left-600.jpg,0,0
data/test\0\41865_right-600.jpg,0,0
data/test\0\41872_right-600.jpg,0,0
data/test\0\41873_right-600.jpg,0,0
data/test\0\43245_left-600.jpg,0,0
data/test\0\43248_right-600.jpg,0,0
data/test\0\43255_right-600.jpg,0,0
data/test\0\4330_left-600.jpg,0,0
data/test\0\4333_left-600.jpg,0,0
data/test\0\4337_left-600.jpg,0,0
data/test\0\4340_left-600.jpg,0,0
data/test\0\43497_right-600.jpg,0,0
data/test\0\43507_left-600.jpg,0,0
data/test\0\43523_right-600.jpg,0,0
data/test\0\43538_left-600.jpg,0,0
data/test\0\43541_right-600.jpg,0,0
data/test\0\43555_right-600.jpg,0,0
data/test\0\43562_left-600.jpg,0,0
data/test\0\43598_right-600.jpg,0,0
data/test\0\43600_right-600.jpg,0,0
data/test\0\43604_right-600.jpg,0,0
data/test\0\43606_left-600.jpg,0,0
data/test\0\43610_left-600.jpg,0,0
data/test\0\43621_left-600.jpg,0,0
data/test\0\43625_right-600.jpg,0,0
data/test\0\43627_right-600.jpg,0,0
data/test\0\43631_left-600.jpg,0,0
data/test\0\43648_left-600.jpg,0,0
data/test\0\43655_right-600.jpg,0,0
data/test\0\43664_left-600.jpg,0,0
data/test\0\43691_left-600.jpg,0,0
data/test\0\43702_left-600.jpg,0,0
data/test\0\43712_left-600.jpg,0,0
data/test\0\43712_right-600.jpg,0,0
data/test\0\43718_right-600.jpg,0,0
data/test\0\43721_left-600.jpg,0,0
data/test\0\43762_right-600.jpg,0,0
data/test\0\43765_left-600.jpg,0,0
data/test\0\43769_left-600.jpg,0,0
data/test\0\43775_left-600.jpg,0,0
data/test\0\43777_right-600.jpg,0,0
data/test\0\43784_left-600.jpg,0,0
data/test\0\43785_left-600.jpg,0,0
data/test\0\43788_left-600.jpg,0,0
data/test\0\43798_right-600.jpg,0,0
data/test\0\43802_right-600.jpg,0,0
data/test\0\43806_left-600.jpg,0,0
data/test\0\43809_right-600.jpg,0,0
data/test\0\43810_right-600.jpg,0,0
data/test\0\43818_left-600.jpg,0,0
data/test\0\43818_right-600.jpg,0,0
data/test\0\43835_right-600.jpg,0,0
data/test\0\4435_left-600.jpg,0,0
data/test\0\4436_left-600.jpg,0,0
data/test\0\4448_right-600.jpg,0,0
data/test\0\4449_left-600.jpg,0,0
data/test\0\4477_right-600.jpg,0,0
data/test\0\4478_right-600.jpg,0,0
data/test\0\4480_left-600.jpg,0,0
data/test\0\4482_right-600.jpg,0,0
data/test\0\4485_left-600.jpg,0,0
data/test\0\4488_right-600.jpg,0,0
data/test\0\44a86263117b-600.jpg,0,0
data/test\0\4500_left-600.jpg,0,0
data/test\0\4508_left-600.jpg,0,0
data/test\0\4512_left-600.jpg,0,0
data/test\0\4523_left-600.jpg,0,0
data/test\0\4523_right-600.jpg,0,0
data/test\0\4525_left-600.jpg,0,0
data/test\0\4529_right-600.jpg,0,0
data/test\0\4532_right-600.jpg,0,0
data/test\0\4539_left-600.jpg,0,0
data/test\0\4546_right-600.jpg,0,0
data/test\0\4564_right-600.jpg,0,0
data/test\0\4572_left-600.jpg,0,0
data/test\0\460_left-600.jpg,0,0
data/test\0\4610_right-600.jpg,0,0
data/test\0\4612_left-600.jpg,0,0
data/test\0\4618_left-600.jpg,0,0
data/test\0\4627_left-600.jpg,0,0
data/test\0\4634_left-600.jpg,0,0
data/test\0\4639_left-600.jpg,0,0
data/test\0\4643_right-600.jpg,0,0
data/test\0\4644_left-600.jpg,0,0
data/test\0\4650_right-600.jpg,0,0
data/test\0\4659_left-600.jpg,0,0
data/test\0\4661_left-600.jpg,0,0
data/test\0\4663_left-600.jpg,0,0
data/test\0\4684_right-600.jpg,0,0
data/test\0\4690_left-600.jpg,0,0
data/test\0\4694_left-600.jpg,0,0
data/test\0\4694_right-600.jpg,0,0
data/test\0\4703_left-600.jpg,0,0
data/test\0\4708_left-600.jpg,0,0
data/test\0\4712_left-600.jpg,0,0
data/test\0\4734_right-600.jpg,0,0
data/test\0\4759_right-600.jpg,0,0
data/test\0\4779_right-600.jpg,0,0
data/test\0\4791_right-600.jpg,0,0
data/test\0\4799_left-600.jpg,0,0
data/test\0\4828_left-600.jpg,0,0
data/test\0\4836_left-600.jpg,0,0
data/test\0\4837_right-600.jpg,0,0
data/test\0\4849_right-600.jpg,0,0
data/test\0\484dbeb9bf2a-600.jpg,0,0
data/test\0\4852_right-600.jpg,0,0
data/test\0\4859_left-600.jpg,0,0
data/test\0\4867_left-600.jpg,0,0
data/test\0\5327_left-600.jpg,0,0
data/test\0\532_right-600.jpg,0,0
data/test\0\5333_right-600.jpg,0,0
data/test\0\5346_right-600.jpg,0,0
data/test\0\5348_right-600.jpg,0,0
data/test\0\5349_left-600.jpg,0,0
data/test\0\5354_right-600.jpg,0,0
data/test\0\5362_right-600.jpg,0,0
data/test\0\5374_right-600.jpg,0,0
data/test\0\5376_left-600.jpg,0,0
data/test\0\5380_left-600.jpg,0,0
data/test\0\5392_right-600.jpg,0,0
data/test\0\5404_right-600.jpg,0,0
data/test\0\5421_left-600.jpg,0,0
data/test\0\5428_right-600.jpg,0,0
data/test\0\542_left-600.jpg,0,0
data/test\0\542_right-600.jpg,0,0
data/test\0\5430_right-600.jpg,0,0
data/test\0\544_right-600.jpg,0,0
data/test\0\54f57cf26126-600.jpg,0,0
data/test\0\5738_left-600.jpg,0,0
data/test\0\5752_right-600.jpg,0,0
data/test\0\5754_left-600.jpg,0,0
data/test\0\5763_left-600.jpg,0,0
data/test\0\5777_left-600.jpg,0,0
data/test\0\5778_right-600.jpg,0,0
data/test\0\5780_right-600.jpg,0,0
data/test\0\5785_right-600.jpg,0,0
data/test\0\5788_right-600.jpg,0,0
data/test\0\5797_right-600.jpg,0,0
data/test\0\5805_left-600.jpg,0,0
data/test\0\5809_left-600.jpg,0,0
data/test\0\6423_right-600.jpg,0,0
data/test\0\642_left-600.jpg,0,0
data/test\0\642_right-600.jpg,0,0
data/test\0\6431_right-600.jpg,0,0
data/test\0\6435_right-600.jpg,0,0
data/test\0\6436_left-600.jpg,0,0
data/test\0\6445_left-600.jpg,0,0
data/test\0\6447_left-600.jpg,0,0
data/test\0\6451_left-600.jpg,0,0
data/test\0\6455_right-600.jpg,0,0
data/test\0\6458_right-600.jpg,0,0
data/test\0\6460_left-600.jpg,0,0
data/test\0\6474_left-600.jpg,0,0
data/test\0\6475_left-600.jpg,0,0
data/test\0\6479_right-600.jpg,0,0
data/test\0\6481_left-600.jpg,0,0
data/test\0\6490_right-600.jpg,0,0
data/test\0\6505_right-600.jpg,0,0
data/test\0\6508_left-600.jpg,0,0
data/test\0\6509_left-600.jpg,0,0
data/test\0\650_right-600.jpg,0,0
data/test\0\6515_left-600.jpg,0,0
data/test\0\6517_left-600.jpg,0,0
data/test\0\6519_left-600.jpg,0,0
data/test\0\6522_left-600.jpg,0,0
data/test\0\6525_right-600.jpg,0,0
data/test\0\6528_right-600.jpg,0,0
data/test\0\6536_left-600.jpg,0,0
data/test\0\6563_right-600.jpg,0,0
data/test\0\656_right-600.jpg,0,0
data/test\0\6578_right-600.jpg,0,0
data/test\0\6585_left-600.jpg,0,0
data/test\0\6588_left-600.jpg,0,0
data/test\0\6594_right-600.jpg,0,0
data/test\0\6597_left-600.jpg,0,0
data/test\0\659_right-600.jpg,0,0
data/test\0\6603_left-600.jpg,0,0
data/test\0\66366a90d1ef-600 - Copy.jpg,0,0
data/test\0\66366a90d1ef-600.jpg,0,0
data/test\0\6827_right-600.jpg,0,0
data/test\0\6829_right-600.jpg,0,0
data/test\0\900_right-600.jpg,0,0
data/test\0\9011_right-600.jpg,0,0
data/test\0\9020_left-600.jpg,0,0
data/test\0\9029_right-600.jpg,0,0
data/test\0\9035_left-600.jpg,0,0
data/test\0\9037_right-600.jpg,0,0
data/test\0\9053_left-600.jpg,0,0
data/test\0\9056_right-600 - Copy.jpg,0,0
data/test\0\9056_right-600.jpg,0,0
data/test\0\9063_right-600 - Copy.jpg,0,0
data/test\0\9063_right-600.jpg,0,0
data/test\0\915_left-600.jpg,0,0
data/test\0\9193_left-600 - Copy.jpg,0,0
data/test\0\9193_left-600.jpg,0,0
data/test\0\9207_left-600 - Copy.jpg,0,0
data/test\0\9207_left-600.jpg,0,0
data/test\0\9210_left-600 - Copy.jpg,0,0
data/test\0\9210_left-600.jpg,0,0
data/test\0\9212_right-600 - Copy.jpg,0,0
data/test\0\9212_right-600.jpg,0,0
data/test\0\9220_right-600 - Copy.jpg,0,0
data/test\0\9220_right-600.jpg,0,0
data/test\0\9225_right-600 - Copy.jpg,0,0
data/test\0\9225_right-600.jpg,0,0
data/test\0\9227_left-600 - Copy.jpg,0,0
data/test\0\9227_left-600.jpg,0,0
data/test\0\9227_right-600 - Copy.jpg,0,0
data/test\0\9227_right-600.jpg,0,0
data/test\0\9229_left-600 - Copy.jpg,0,0
data/test\0\9229_left-600.jpg,0,0
data/test\0\922_left-600.jpg,0,0
data/test\0\9237_right-600 - Copy.jpg,0,0
data/test\0\9237_right-600.jpg,0,0
data/test\0\9239_left-600 - Copy.jpg,0,0
data/test\0\9239_left-600.jpg,0,0
data/test\0\9243_right-600 - Copy.jpg,0,0
data/test\0\9243_right-600.jpg,0,0
data/test\0\9248_right-600 - Copy.jpg,0,0
data/test\0\9248_right-600.jpg,0,0
data/test\0\9249_right-600 - Copy.jpg,0,0
data/test\0\9249_right-600.jpg,0,0
data/test\0\9257_right-600 - Copy.jpg,0,0
data/test\0\9257_right-600.jpg,0,0
data/test\0\9262_left-600 - Copy.jpg,0,0
data/test\0\9262_left-600.jpg,0,0
data/test\0\9269_right-600 - Copy.jpg,0,0
data/test\0\9269_right-600.jpg,0,0
data/test\0\9276_right-600 - Copy.jpg,0,0
data/test\0\9276_right-600.jpg,0,0
data/test\0\9279_right-600 - Copy.jpg,0,0
data/test\0\9279_right-600.jpg,0,0
data/test\0\9280_left-600 - Copy.jpg,0,0
data/test\0\9280_left-600.jpg,0,0
data/test\0\9282_left-600 - Copy.jpg,0,0
data/test\0\9282_left-600.jpg,0,0
data/test\0\9287_left-600 - Copy.jpg,0,0
data/test\0\9287_left-600.jpg,0,0
data/test\0\9287_right-600 - Copy.jpg,0,0
data/test\0\9287_right-600.jpg,0,0
data/test\0\92889b863ae6-600 - Copy.jpg,0,0
data/test\0\92889b863ae6-600.jpg,0,0
data/test\0\929_left-600.jpg,0,0
data/test\0\9300_left-600 - Copy.jpg,0,0
data/test\0\9300_left-600.jpg,0,0
data/test\0\9313_right-600 - Copy.jpg,0,0
data/test\0\9313_right-600.jpg,0,0
data/test\0\9314_right-600 - Copy.jpg,0,0
data/test\0\9314_right-600.jpg,0,0
data/test\0\9338_left-600 - Copy.jpg,0,0
data/test\0\9338_left-600.jpg,0,0
data/test\0\9340_right-600 - Copy.jpg,0,0
data/test\0\9340_right-600.jpg,0,0
data/test\0\9346_left-600 - Copy.jpg,0,0
data/test\0\9346_left-600.jpg,0,0
data/test\0\9352_left-600 - Copy.jpg,0,0
data/test\0\9352_left-600.jpg,0,0
data/test\0\9355_left-600 - Copy.jpg,0,0
data/test\0\9355_left-600.jpg,0,0
data/test\0\9357_left-600 - Copy.jpg,0,0
data/test\0\9357_left-600.jpg,0,0
data/test\0\935_left-600.jpg,0,0
data/test\0\9362_left-600 - Copy.jpg,0,0
data/test\0\9362_left-600.jpg,0,0
data/test\0\9365_left-600 - Copy.jpg,0,0
data/test\0\9365_left-600.jpg,0,0
data/test\0\9367_left-600 - Copy.jpg,0,0
data/test\0\9367_left-600.jpg,0,0
data/test\0\9370_left-600 - Copy.jpg,0,0
data/test\0\9370_left-600.jpg,0,0
data/test\0\9375_right-600 - Copy.jpg,0,0
data/test\0\9375_right-600.jpg,0,0
data/test\0\9379_left-600 - Copy.jpg,0,0
data/test\0\9379_left-600.jpg,0,0
data/test\0\9379_right-600 - Copy.jpg,0,0
data/test\0\9379_right-600.jpg,0,0
data/test\0\9380_left-600 - Copy.jpg,0,0
data/test\0\9380_left-600.jpg,0,0
data/test\0\938_left-600.jpg,0,0
data/test\0\9391_right-600 - Copy.jpg,0,0
data/test\0\9391_right-600.jpg,0,0
data/test\0\9397_right-600 - Copy.jpg,0,0
data/test\0\9397_right-600.jpg,0,0
data/test\0\93d6d20a5ee3-600.jpg,0,0
data/test\0\9404_left-600 - Copy.jpg,0,0
data/test\0\9404_left-600.jpg,0,0
data/test\0\940_right-600.jpg,0,0
data/test\0\9416_left-600 - Copy.jpg,0,0
data/test\0\9416_left-600.jpg,0,0
data/test\0\9418_right-600 - Copy.jpg,0,0
data/test\0\9418_right-600.jpg,0,0
data/test\0\941_left-600.jpg,0,0
data/test\0\9422_right-600 - Copy.jpg,0,0
data/test\0\9422_right-600.jpg,0,0
data/test\0\942f544c4e15-600.jpg,0,0
data/test\0\9437_left-600 - Copy.jpg,0,0
data/test\0\9437_left-600.jpg,0,0
data/test\0\9445_left-600 - Copy.jpg,0,0
data/test\0\9445_left-600.jpg,0,0
data/test\0\9454_left-600 - Copy.jpg,0,0
data/test\0\9454_left-600.jpg,0,0
data/test\0\9480_left-600 - Copy.jpg,0,0
data/test\0\9480_left-600.jpg,0,0
data/test\0\9484_left-600 - Copy.jpg,0,0
data/test\0\9484_left-600.jpg,0,0
data/test\0\9491_right-600 - Copy.jpg,0,0
data/test\0\9491_right-600.jpg,0,0
data/test\0\9494_right-600 - Copy.jpg,0,0
data/test\0\9494_right-600.jpg,0,0
data/test\0\9497_left-600 - Copy.jpg,0,0
data/test\0\9497_left-600.jpg,0,0
data/test\0\94_left-600.jpg,0,0
data/test\0\9502_right-600 - Copy.jpg,0,0
data/test\0\9502_right-600.jpg,0,0
data/test\0\9505_right-600 - Copy.jpg,0,0
data/test\0\9505_right-600.jpg,0,0
data/test\0\9510_left-600 - Copy.jpg,0,0
data/test\0\9510_left-600.jpg,0,0
data/test\0\9516_right-600 - Copy.jpg,0,0
data/test\0\9516_right-600.jpg,0,0
data/test\0\9576_left-600 - Copy.jpg,0,0
data/test\0\9576_left-600.jpg,0,0
data/test\0\9578_left-600 - Copy.jpg,0,0
data/test\0\9578_left-600.jpg,0,0
data/test\0\9581_right-600 - Copy.jpg,0,0
data/test\0\9581_right-600.jpg,0,0
data/test\0\9606_left-600 - Copy.jpg,0,0
data/test\0\9606_left-600.jpg,0,0
data/test\0\9611_right-600 - Copy.jpg,0,0
data/test\0\9611_right-600.jpg,0,0
data/test\0\9612_right-600 - Copy.jpg,0,0
data/test\0\9612_right-600.jpg,0,0
data/test\0\9615_left-600 - Copy.jpg,0,0
data/test\0\9615_left-600.jpg,0,0
data/test\0\9644_left-600 - Copy.jpg,0,0
data/test\0\9644_left-600.jpg,0,0
data/test\0\9651_right-600 - Copy.jpg,0,0
data/test\0\9651_right-600.jpg,0,0
data/test\0\9654_right-600 - Copy.jpg,0,0
data/test\0\9654_right-600.jpg,0,0
data/test\0\9659_right-600 - Copy.jpg,0,0
data/test\0\9659_right-600.jpg,0,0
data/test\0\9661_right-600 - Copy.jpg,0,0
data/test\0\9661_right-600.jpg,0,0
data/test\0\9666_right-600 - Copy.jpg,0,0
data/test\0\9666_right-600.jpg,0,0
data/test\0\9677_left-600 - Copy.jpg,0,0
data/test\0\9677_left-600.jpg,0,0
data/test\0\9693_left-600 - Copy.jpg,0,0
data/test\0\9693_left-600.jpg,0,0
data/test\0\9701_left-600 - Copy.jpg,0,0
data/test\0\9701_left-600.jpg,0,0
data/test\0\9711_left-600 - Copy.jpg,0,0
data/test\0\9711_left-600.jpg,0,0
data/test\0\9715_left-600 - Copy.jpg,0,0
data/test\0\9715_left-600.jpg,0,0
data/test\0\GF-da3a2275c850-600 - Copy.jpg,0,0
data/test\0\GF-da3a2275c850-600.jpg,0,0
data/test\0\GF-da9fe02dead3-600.jpg,0,0
data/test\0\GF-f62b8a076833-600.jpg,0,0
data/test\0\GF-f66c4ee86629-600.jpg,0,0
data/test\0\GF-f819c65b803c-600.jpg,0,0
data/test\0\GF-fa0c87bd75ce-600.jpg,0,0
data/test\0\GF-fa6f3d8bb1d5-600.jpg,0,0
data/test\0\GF-fb88783de055-600.jpg,0,0
data/test\0\GF-fe3b0e50be78-600.jpg,0,0
data/test\0\a07d571bf7ba-600 - Copy.jpg,0,0
data/test\0\a07d571bf7ba-600.jpg,0,0
data/test\0\a07efb1ecfc0-600 - Copy.jpg,0,0
data/test\0\a07efb1ecfc0-600.jpg,0,0
data/test\0\a0e635689259-600 - Copy.jpg,0,0
data/test\0\a0e635689259-600.jpg,0,0
data/test\0\a1822dd8d05d-600 - Copy.jpg,0,0
data/test\0\a1822dd8d05d-600.jpg,0,0
data/test\0\a188c60b93fb-600 - Copy.jpg,0,0
data/test\0\a188c60b93fb-600.jpg,0,0
data/test\0\a1faeb4d5f10-600 - Copy.jpg,0,0
data/test\0\a1faeb4d5f10-600.jpg,0,0
data/test\0\a4ee03ecff60-600 - Copy.jpg,0,0
data/test\0\a4ee03ecff60-600.jpg,0,0
data/test\0\a53d6d2472a6-600 - Copy.jpg,0,0
data/test\0\a53d6d2472a6-600.jpg,0,0
data/test\0\a5bb85afc6e8-600 - Copy.jpg,0,0
data/test\0\a5bb85afc6e8-600.jpg,0,0
data/test\0\a61723fc38c2-600 - Copy.jpg,0,0
data/test\0\a61723fc38c2-600.jpg,0,0
data/test\0\a7c10ca6c117-600 - Copy.jpg,0,0
data/test\0\a7c10ca6c117-600.jpg,0,0
data/test\0\a9a3225cf4b5-600 - Copy.jpg,0,0
data/test\0\a9a3225cf4b5-600.jpg,0,0
data/test\0\aa94cc4bfd84-600 - Copy.jpg,0,0
data/test\0\aa94cc4bfd84-600.jpg,0,0
data/test\0\ab7991df166b-600 - Copy.jpg,0,0
data/test\0\ab7991df166b-600.jpg,0,0
data/test\0\ac1667fac512-600 - Copy.jpg,0,0
data/test\0\ac1667fac512-600.jpg,0,0
data/test\0\ad12cde115ab-600 - Copy.jpg,0,0
data/test\0\ad12cde115ab-600.jpg,0,0
data/test\0\ad20080452de-600 - Copy.jpg,0,0
data/test\0\ad20080452de-600.jpg,0,0
data/test\0\addf66a50f42-600 - Copy.jpg,0,0
data/test\0\addf66a50f42-600.jpg,0,0
data/test\0\ae49cc60f251-600 - Copy.jpg,0,0
data/test\0\ae49cc60f251-600.jpg,0,0
data/test\0\af6a1508cd95-600 - Copy.jpg,0,0
data/test\0\af6a1508cd95-600.jpg,0,0
data/test\0\b0f8613305a3-600 - Copy.jpg,0,0
data/test\0\b0f8613305a3-600.jpg,0,0
data/test\0\b22cc1bf0b8a-600 - Copy.jpg,0,0
data/test\0\b22cc1bf0b8a-600.jpg,0,0
data/test\0\b294927b14b0-600 - Copy.jpg,0,0
data/test\0\b294927b14b0-600.jpg,0,0
data/test\0\b4e15102cd7a-600 - Copy.jpg,0,0
data/test\0\b4e15102cd7a-600.jpg,0,0
data/test\0\b66f23ffa730-600 - Copy.jpg,0,0
data/test\0\b66f23ffa730-600.jpg,0,0
data/test\0\b67ae80f7eba-600 - Copy.jpg,0,0
data/test\0\b67ae80f7eba-600.jpg,0,0
data/test\0\b69c224edd6e-600 - Copy.jpg,0,0
data/test\0\b69c224edd6e-600.jpg,0,0
data/test\0\bacfa2b8e706-600 - Copy.jpg,0,0
data/test\0\bacfa2b8e706-600.jpg,0,0
data/test\0\bb752b179751-600 - Copy.jpg,0,0
data/test\0\bb752b179751-600.jpg,0,0
data/test\0\bb85097857fa-600 - Copy.jpg,0,0
data/test\0\bb85097857fa-600.jpg,0,0
data/test\0\bc7bf19b84e3-600 - Copy.jpg,0,0
data/test\0\bc7bf19b84e3-600.jpg,0,0
data/test\0\de18071c36e6-600 - Copy.jpg,0,0
data/test\0\de18071c36e6-600.jpg,0,0
data/test\0\e04f3c6619a3-600 - Copy.jpg,0,0
data/test\0\e04f3c6619a3-600.jpg,0,0
data/test\0\e087bd4b88f2-600 - Copy.jpg,0,0
data/test\0\e087bd4b88f2-600.jpg,0,0
data/test\0\e26bcae6c67b-600 - Copy.jpg,0,0
data/test\0\e26bcae6c67b-600.jpg,0,0
data/test\0\e42d9a94a66d-600 - Copy.jpg,0,0
data/test\0\e42d9a94a66d-600.jpg,0,0
data/test\0\e4c799738a19-600 - Copy.jpg,0,0
data/test\0\e4c799738a19-600.jpg,0,0
data/test\0\e529c5757d64-600 - Copy.jpg,0,0
data/test\0\e529c5757d64-600.jpg,0,0
data/test\0\e81f4a2fbbdc-600 - Copy.jpg,0,0
data/test\0\e81f4a2fbbdc-600.jpg,0,0
data/test\1\10030_left-600-CF.jpg,1,0
data/test\1\10030_left-600-FSF.jpg,1,0
data/test\1\10030_left-600-RB.jpg,1,0
data/test\1\10221_right-600-CF.jpg,1,0
data/test\1\10221_right-600-FSF.jpg,1,0
data/test\1\10221_right-600-RB.jpg,1,0
data/test\1\10221_right-600.jpg,1,0
data/test\1\10468_right-600-CF.jpg,1,0
data/test\1\10468_right-600-FSF.jpg,1,0
data/test\1\10468_right-600-RB.jpg,1,0
data/test\1\10468_right-600.jpg,1,0
data/test\1\10829_right-600-CF.jpg,1,0
data/test\1\10829_right-600-FSF.jpg,1,0
data/test\1\10829_right-600-RB.jpg,1,0
data/test\1\10829_right-600.jpg,1,0
data/test\1\10853_left-600.jpg,1,0
data/test\1\1369_left-600-FSF.jpg,1,0
data/test\1\1369_left-600-RB.jpg,1,0
data/test\1\1369_right-600-CF.jpg,1,0
data/test\1\1369_right-600-FSF.jpg,1,0
data/test\1\1369_right-600-RB.jpg,1,0
data/test\1\1369_right-600.jpg,1,0
data/test\1\13753_right-600-CF.jpg,1,0
data/test\1\13753_right-600-FSF.jpg,1,0
data/test\1\13753_right-600-RB.jpg,1,0
data/test\1\13753_right-600.jpg,1,0
data/test\1\13766_left-600-CF.jpg,1,0
data/test\1\13766_left-600-FSF.jpg,1,0
data/test\1\13766_left-600-RB.jpg,1,0
data/test\1\13766_left-600.jpg,1,0
data/test\1\13836_right-600-CF.jpg,1,0
data/test\1\13836_right-600-FSF.jpg,1,0
data/test\1\13836_right-600-RB.jpg,1,0
data/test\1\13836_right-600.jpg,1,0
data/test\1\13943_right-600-CF.jpg,1,0
data/test\1\13943_right-600-FSF.jpg,1,0
data/test\1\13943_right-600-RB.jpg,1,0
data/test\1\13943_right-600.jpg,1,0
data/test\1\13962_right-600-CF.jpg,1,0
data/test\1\13962_right-600.jpg,1,0
data/test\1\1544_right-600.jpg,1,0
data/test\1\15708_left-600-CF.jpg,1,0
data/test\1\15708_left-600-FSF.jpg,1,0
data/test\1\15708_left-600-RB.jpg,1,0
data/test\1\15708_left-600.jpg,1,0
data/test\1\1592_left-600-CF.jpg,1,0
data/test\1\1592_left-600-FSF.jpg,1,0
data/test\1\1592_left-600-RB.jpg,1,0
data/test\1\1592_left-600.jpg,1,0
data/test\1\15998_right-600-CF.jpg,1,0
data/test\1\15998_right-600-FSF.jpg,1,0
data/test\1\15998_right-600-RB.jpg,1,0
data/test\1\15998_right-600.jpg,1,0
data/test\1\16207_left-600-CF.jpg,1,0
data/test\1\16207_left-600-FSF.jpg,1,0
data/test\1\16207_left-600-RB.jpg,1,0
data/test\1\16207_left-600.jpg,1,0
data/test\1\17089_left-600-CF.jpg,1,0
data/test\1\17089_left-600-FSF.jpg,1,0
data/test\1\17089_left-600-RB.jpg,1,0
data/test\1\17089_left-600.jpg,1,0
data/test\1\17276_left-600-CF.jpg,1,0
data/test\1\17276_left-600-FSF.jpg,1,0
data/test\1\17276_left-600-RB.jpg,1,0
data/test\1\204_right-600.jpg,1,0
data/test\1\20585_left-600-CF.jpg,1,0
data/test\1\20585_left-600-FSF.jpg,1,0
data/test\1\20585_left-600.jpg,1,0
data/test\1\2082_left-600-CF.jpg,1,0
data/test\1\2082_left-600-FSF.jpg,1,0
data/test\1\2082_left-600-RB.jpg,1,0
data/test\1\2082_left-600.jpg,1,0
data/test\1\20840_right-600-RB.jpg,1,0
data/test\1\20840_right-600.jpg,1,0
data/test\1\20926_left-600-CF.jpg,1,0
data/test\1\20926_left-600-FSF.jpg,1,0
data/test\1\20926_left-600-RB.jpg,1,0
data/test\1\20926_left-600.jpg,1,0
data/test\1\21025_left-600-CF.jpg,1,0
data/test\1\21025_left-600-FSF.jpg,1,0
data/test\1\21025_left-600-RB.jpg,1,0
data/test\1\21025_left-600.jpg,1,0
data/test\1\2129_left-600-CF.jpg,1,0
data/test\1\2129_left-600-FSF.jpg,1,0
data/test\1\2129_left-600-RB.jpg,1,0
data/test\1\2129_left-600.jpg,1,0
data/test\1\2129_right-600-CF.jpg,1,0
